data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
2019,American Samoa,1,0,0,0,0,0,0,0,0
2011,Maryland,183,156,0.85,0,0,1,0.01,6006169,0
2004,New York,941,691,0.73,0,0,0,0,21053780,0
1975,North Carolina,614,384,0.63,0,0,0,0,5451000,0
2017,Wisconsin,480,437,0.91,151,0.35,0,0,5904455,3172565
1960,Missouri,260,222,0.85,0,0,1,0.00,4385148,0
1960,Texas,567,444,0.78,0,0,2,0.00,9780327,0
1961,Florida,212,177,0.83,0,0,0,0,5020502,0
1990,Massachusetts,415,252,0.61,0,0,0,0,6046866,0
2016,New York,890,575,0.65,0,0,0,0,21702264,0
1991,Iowa,232,5,0.02,5,1.00,0,0,2807619,303725
1977,Kentucky,464,455,0.98,0,0,0,0,3466432,0
1965,Montana,91,84,0.92,0,0,0,0,741925,0
1982,Arkansas,222,200,0.90,0,0,1,0.01,2309406,0
1960,Florida,211,145,0.69,0,0,0,0,5021308,0
1966,Virginia,183,121,0.66,0,0,1,0.01,4567545,0
2021,Florida,827,49,0.06,49,1.00,0,0,21924490,3706947
1969,Kentucky,208,115,0.55,0,0,0,0,3232000,0
2018,Alabama,481,376,0.78,49,0.13,0,0,4906885,1019094
2001,Iowa,246,219,0.89,219,1.00,0,0,2944852,2861030
1996,Nebraska,322,253,0.79,0,0,0,0,1744920,0
2021,Kentucky,594,427,0.72,427,1.00,0,0,4555929,4505498
2016,Wisconsin,464,419,0.90,137,0.33,0,0,5888427,2915018
1975,New York,795,726,0.91,0,0,2,0.00,19287811,0
2007,Oklahoma,386,306,0.79,0,0,0,0,3683300,0
1986,Delaware,60,52,0.87,0,0,0,0,651392,0
1965,Georgia,283,129,0.46,0,0,0,0,4405667,0
2015,Indiana,390,286,0.73,94,0.33,0,0,6630731,160817
1978,Arizona,111,109,0.98,0,0,0,0,2361705,0
1997,Colorado,274,213,0.78,144,0.68,0,0,3930817,2199569
1979,Arkansas,211,202,0.96,0,0,0,0,2180000,0
1962,Missouri,262,226,0.86,0,0,0,0,4421823,0
2006,Alabama,436,228,0.52,6,0.03,0,0,4616525,124406
2000,Puerto Rico,1,0,0,0,0,0,0,0,0
1978,Massachusetts,418,351,0.84,0,0,0,0,5785320,0
1979,Florida,725,692,0.95,0,0,1,0.00,8924302,0
1970,New York,442,355,0.80,0,0,0,0,19199089,0
2010,Louisiana,271,200,0.74,25,0.13,0,0,4607610,511943
2022,Pennsylvania,1899,1248,0.66,134,0.11,4,0.00,13967468,5229066
2013,Maine,203,183,0.90,21,0.11,1,0.01,1374487,328189
2008,New Mexico,127,107,0.84,0,0,0,0,1989674,0
2013,District of Columbia,2,2,1.00,1,0.50,0,0,646449,0
2011,Arizona,135,114,0.84,4,0.04,1,0.01,6501532,310493
1995,South Dakota,118,69,0.58,0,0,0,0,740602,0
1986,Puerto Rico,2,0,0,0,0,0,0,0,0
2002,Maine,199,180,0.90,0,0,0,0,1329171,0
1965,Louisiana,153,92,0.60,0,0,0,0,3792822,0
1964,Guam,1,1,1.00,0,0,0,0,64363,0
2013,Hawaii,14,4,0.29,0,0,0,0,1527273,0
1960,Connecticut,93,56,0.60,0,0,0,0,2557022,0
2017,South Dakota,184,122,0.66,114,0.93,2,0.02,909430,822799
1983,Michigan,760,648,0.85,0,0,0,0,9231383,0
2015,Arkansas,323,286,0.89,286,1.00,1,0.00,2997267,2930373
1981,Washington,202,173,0.86,0,0,0,0,4225712,0
1977,Hawaii,17,8,0.47,0,0,0,0,926842,0
1974,Colorado,133,110,0.83,0,0,0,0,2526738,0
2007,Delaware,70,53,0.76,53,1.00,1,0.02,884060,864764
2009,Michigan,808,621,0.77,610,0.98,1,0.00,10345739,9832125
2007,Idaho,136,109,0.80,108,0.99,0,0,1549218,1497812
1995,Missouri,331,246,0.74,0,0,0,0,5405387,0
2013,Vermont,97,89,0.92,89,1.00,0,0,636093,626376
1962,South Dakota,94,80,0.85,0,0,0,0,721010,0
1987,Kentucky,500,466,0.93,0,0,0,0,3745872,0
1988,Alabama,394,262,0.66,0,0,1,0.00,4199336,0
1996,Virginia,430,404,0.94,220,0.54,2,0.00,6686395,1114740
2021,Minnesota,494,409,0.83,409,1.00,3,0.01,6052891,5700511
2013,Arizona,135,113,0.84,5,0.04,0,0,6646289,419382
2006,Colorado,278,228,0.82,156,0.68,0,0,4790446,3625693
2021,Vermont,103,88,0.85,88,1.00,0,0,667932,645570
1963,New Jersey,366,327,0.89,0,0,0,0,6522750,0
2015,US Virgin Islands,3,2,0.67,0,0,0,0,0,0
1986,Alabama,392,278,0.71,0,0,0,0,4120193,0
1977,Michigan,590,495,0.84,0,0,1,0.00,9266082,0
2007,Washington,289,254,0.88,17,0.07,0,0,6500793,807969
2003,Ohio,667,462,0.69,214,0.46,1,0.00,11693154,5036179
1966,Louisiana,153,80,0.52,0,0,0,0,3837238,0
2000,New Mexico,118,83,0.70,0,0,0,0,1830812,0
2003,Georgia,757,525,0.69,0,0,0,0,8719493,0
1997,District of Columbia,1,1,1.00,0,0,0,0,529000,0
1992,Massachusetts,417,235,0.56,0,0,0,0,6028332,0
2018,North Dakota,142,109,0.77,105,0.96,1,0.01,788896,760077
2017,District of Columbia,3,3,1.00,1,0.33,0,0,693972,0
2004,Utah,155,113,0.73,45,0.40,0,0,2494676,1657672
1960,District of Columbia,1,1,1.00,0,0,0,0,763956,0
1991,Oklahoma,346,282,0.82,0,0,0,0,3218783,0
2017,California,799,735,0.92,0,0,1,0.00,39713887,0
1979,Indiana,341,294,0.86,0,0,0,0,5413499,0
2018,Mississippi,252,78,0.31,14,0.18,0,0,2987810,457748
1960,Washington,114,100,0.88,0,0,1,0.01,2864810,0
1995,Florida,748,426,0.57,0,0,3,0.01,14214968,0
2012,South Dakota,184,126,0.68,117,0.93,0,0,865800,769711
2019,Guam,3,0,0,0,0,0,0,0,0
1975,Michigan,587,507,0.86,0,0,0,0,9289926,0
1999,Wyoming,79,66,0.84,0,0,0,0,484327,0
1989,New York,1018,758,0.74,0,0,0,0,19493230,0
2005,South Carolina,534,452,0.85,451,1.00,1,0.00,4274954,4254373
1963,Oregon,95,93,0.98,0,0,0,0,1823151,0
1976,Missouri,293,205,0.70,0,0,0,0,4873059,0
1981,Nevada,36,31,0.86,0,0,1,0.03,850170,0
1981,Wyoming,74,72,0.97,0,0,0,0,492000,0
1975,Nevada,36,34,0.94,0,0,0,0,592000,0
1982,North Carolina,689,422,0.61,0,0,0,0,6024181,0
1999,Michigan,788,608,0.77,572,0.94,0,0,10131696,7053430
2007,Connecticut,121,103,0.85,73,0.71,0,0,3584852,2329536
2021,New Hampshire,245,214,0.87,214,1.00,0,0,1406791,1382046
1965,Kentucky,210,136,0.65,0,0,0,0,3103039,0
1961,Rhode Island,34,32,0.94,0,0,0,0,859488,0
2006,Mississippi,225,149,0.66,0,0,0,0,2911756,0
1987,California,793,740,0.93,0,0,0,0,27885070,0
2013,North Dakota,136,109,0.80,105,0.96,0,0,747626,722021
1983,Mississippi,218,147,0.67,0,0,0,0,2587000,0
2021,Arkansas,349,292,0.84,292,1.00,0,0,3050003,2950530
2004,Arizona,111,91,0.82,1,0.01,0,0,5765872,35021
1978,New Jersey,601,514,0.86,0,0,0,0,7349900,0
2008,Guam,1,0,0,0,0,0,0,0,0
1997,New Jersey,619,517,0.84,0,0,1,0.00,8102463,0
1976,New Jersey,591,509,0.86,0,0,0,0,7351025,0
2016,Indiana,393,278,0.71,96,0.35,0,0,6644024,173691
1963,South Dakota,94,89,0.95,0,0,0,0,737033,0
1980,District of Columbia,1,1,1.00,0,0,0,0,635233,0
1978,Pennsylvania,1263,1133,0.90,0,0,3,0.00,11910710,0
2013,New Mexico,138,114,0.83,0,0,1,0.01,2090974,0
1970,Montana,92,75,0.82,0,0,0,0,700110,0
1960,Tennessee,175,145,0.83,0,0,0,0,3474686,0
2000,Maine,199,179,0.90,0,0,0,0,1314095,0
1981,Connecticut,111,96,0.86,0,0,0,0,3209430,0
1986,South Dakota,103,57,0.55,0,0,0,0,720397,0
1980,New York,991,805,0.81,0,0,2,0.00,18694648,0
2001,Minnesota,336,299,0.89,0,0,0,0,5038797,0
1970,Illinois,459,369,0.80,0,0,0,0,11189081,0
1975,New Hampshire,77,60,0.78,0,0,0,0,818000,0
1977,Wisconsin,265,254,0.96,0,0,0,0,4675707,0
1968,Minnesota,224,212,0.95,0,0,0,0,3677859,0
1977,Oklahoma,301,277,0.92,0,0,1,0.00,2836451,0
2022,American Samoa,1,0,0,0,0,0,0,0,0
1976,Alaska,23,22,0.96,0,0,0,0,382000,0
1966,Illinois,440,371,0.84,0,0,0,0,10779327,0
2006,Washington,289,250,0.87,4,0.02,1,0.00,6428613,59936
2001,Ohio,647,421,0.65,146,0.35,0,0,11648402,2770643
1989,Kentucky,497,434,0.87,0,0,0,0,3746539,0
1976,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
1964,Hawaii,14,12,0.86,0,0,0,0,706652,0
2003,Hawaii,14,4,0.29,0,0,0,0,1364659,0
2007,Maryland,182,156,0.86,0,0,0,0,5788936,0
1976,Virginia,391,366,0.94,0,0,0,0,5048074,0
1961,Connecticut,93,70,0.75,0,0,1,0.01,2541084,0
1986,New Hampshire,220,119,0.54,0,0,0,0,1167503,0
2019,Washington,316,257,0.81,235,0.91,0,0,7660883,7587677
1994,Colorado,272,211,0.78,1,0.00,0,0,3686505,32498
2018,Hawaii,5,4,0.80,1,0.25,0,0,1420491,982019
1988,Indiana,340,260,0.76,0,0,0,0,5589356,0
1984,Arizona,120,96,0.80,0,0,0,0,3061489,0
2016,Ohio,914,644,0.70,544,0.84,1,0.00,11718158,9086430
1987,Virginia,427,396,0.93,0,0,0,0,5909479,0
1985,Arizona,120,95,0.79,0,0,0,0,3195861,0
1984,Alaska,34,22,0.65,0,0,0,0,557682,0
2007,Florida,706,595,0.84,0,0,0,0,18341214,0
2012,Missouri,691,637,0.92,12,0.02,0,0,6064498,735014
1992,Iowa,233,204,0.88,203,1.00,0,0,2824694,2567216
1981,New Jersey,606,515,0.85,0,0,0,0,7404654,0
2010,South Dakota,184,127,0.69,118,0.93,1,0.01,844743,738491
1998,District of Columbia,1,1,1.00,0,0,0,0,523000,0
1998,Indiana,355,253,0.71,0,0,0,0,5913427,0
2022,Hawaii,6,3,0.50,3,1.00,0,0,1440196,1233842
2011,New Jersey,616,578,0.94,0,0,0,0,8878183,0
1979,Colorado,249,227,0.91,0,0,0,0,2788170,0
1970,Tennessee,180,84,0.47,0,0,0,0,3963116,0
1964,New Hampshire,56,44,0.79,0,0,0,0,654041,0
1973,New Mexico,76,65,0.86,0,0,0,0,1116246,0
1966,Florida,216,160,0.74,0,0,0,0,6263826,0
2001,Oregon,280,204,0.73,1,0.00,0,0,3512205,26898
1996,Montana,121,0,0,0,0,0,0,952476,0
2011,Missouri,688,635,0.92,11,0.02,3,0.00,6053701,664407
1966,Georgia,283,115,0.41,0,0,0,0,4536216,0
2017,South Carolina,509,447,0.88,447,1.00,2,0.00,5047242,5001072
1971,Texas,600,419,0.70,0,0,0,0,11726323,0
1978,Colorado,238,223,0.94,0,0,0,0,2688170,0
1973,South Carolina,300,173,0.58,0,0,0,0,2754060,0
1971,Mississippi,171,138,0.81,0,0,0,0,2228996,0
1996,Alabama,408,276,0.68,0,0,1,0.00,4341388,0
1991,Ohio,596,409,0.69,0,0,0,0,11240577,0
2007,District of Columbia,2,2,1.00,1,0.50,0,0,588292,0
1963,Nevada,28,25,0.89,0,0,0,0,368015,0
1965,Idaho,77,70,0.91,0,0,0,0,696173,0
1994,Idaho,136,112,0.82,109,0.97,0,0,1164612,1115559
1975,South Dakota,101,59,0.58,0,0,0,0,693537,0
2019,Mariana Islands,1,0,0,0,0,0,0,0,0
1997,Connecticut,118,100,0.85,0,0,0,0,3343253,0
1991,California,810,750,0.93,0,0,1,0.00,30612217,0
2000,Tennessee,520,424,0.82,423,1.00,2,0.00,5696812,5684989
1976,Ohio,487,414,0.85,0,0,0,0,10717772,0
1968,West Virginia,123,53,0.43,0,0,0,0,1814342,0
1966,Utah,72,58,0.81,0,0,0,0,1032860,0
1983,Wyoming,81,73,0.90,0,0,0,0,514000,0
2002,Canal Zone,0,0,0,0,0,0,0,0,0
1991,Maine,183,175,0.96,0,0,0,0,1244734,0
2000,Ohio,634,382,0.60,94,0.25,1,0.00,11633043,1889293
1991,Oregon,277,204,0.74,0,0,1,0.00,2951615,0
2004,Washington,284,246,0.87,0,0,0,0,6235902,0
1998,Oklahoma,365,299,0.82,0,0,0,0,3393885,0
1991,Colorado,270,237,0.88,0,0,0,0,3408245,0
2015,Canal Zone,0,0,0,0,0,0,0,0,0
1996,New Hampshire,223,86,0.39,0,0,0,0,1310361,0
1979,Vermont,49,14,0.29,0,0,0,0,495909,0
2006,Massachusetts,417,355,0.85,261,0.74,0,0,6449866,4860267
2018,South Dakota,185,133,0.72,125,0.94,1,0.01,921472,841368
1999,Guam,1,0,0,0,0,0,0,0,0
2022,Guam,3,1,0.33,1,1.00,0,0,0,0
1983,Wisconsin,288,257,0.89,0,0,0,0,4782685,0
1985,Indiana,343,261,0.76,0,0,0,0,5512510,0
2005,Kentucky,458,338,0.74,19,0.06,0,0,4198940,247805
1989,Nevada,34,26,0.76,0,0,0,0,1116112,0
1984,District of Columbia,1,1,1.00,0,0,0,0,623000,0
1988,Nevada,34,26,0.76,0,0,0,0,1065008,0
1984,Arkansas,224,197,0.88,0,0,0,0,2379533,0
1965,Arizona,51,46,0.90,0,0,1,0.02,1643624,0
1976,Guam,1,1,1.00,0,0,0,0,86926,0
2005,Maryland,179,150,0.84,0,0,1,0.01,5769032,0
1999,New York,936,702,0.75,0,0,1,0.00,19992301,0
2001,New Jersey,618,521,0.84,0,0,0,0,8531789,0
2014,Nevada,60,53,0.88,0,0,0,0,2845845,0
1970,Puerto Rico,1,0,0,0,0,0,0,2689932,0
1961,Idaho,76,72,0.95,0,0,0,0,658805,0
1964,Massachusetts,265,218,0.82,0,0,0,0,5360565,0
1986,Georgia,602,524,0.87,0,0,1,0.00,6149745,0
2003,Nebraska,322,243,0.75,51,0.21,1,0.00,1803654,480315
1993,Canal Zone,0,0,0,0,0,0,0,0,0
1962,Pennsylvania,577,448,0.78,0,0,0,0,11529010,0
1999,District of Columbia,1,1,1.00,0,0,0,0,519000,0
1978,Texas,751,695,0.93,0,0,0,0,13100722,0
1973,Connecticut,100,72,0.72,0,0,0,0,3212115,0
1965,Maine,103,84,0.82,0,0,0,0,1023557,0
1970,Mississippi,145,65,0.45,0,0,0,0,2219891,0
1984,Michigan,767,660,0.86,0,0,0,0,9268441,0
1986,Hawaii,17,5,0.29,0,0,0,0,1111930,0
2010,District of Columbia,2,2,1.00,1,0.50,0,0,601723,0
1977,Arizona,106,101,0.95,0,0,0,0,2303705,0
1987,Wyoming,82,71,0.87,0,0,0,0,492578,0
1984,Oregon,279,254,0.91,0,0,0,0,2680631,0
2008,Kentucky,470,342,0.73,28,0.08,0,0,4301078,466006
1989,Guam,1,0,0,0,0,0,0,0,0
2019,Indiana,434,293,0.68,209,0.71,0,0,6740561,2959779
1997,Georgia,739,547,0.74,0,0,0,0,7592819,0
1999,Nevada,40,36,0.90,0,0,0,0,1814905,0
2013,New Hampshire,234,172,0.74,172,1.00,0,0,1359508,1266785
1982,Nevada,36,28,0.78,0,0,0,0,886170,0
1981,Oregon,272,249,0.92,0,0,1,0.00,2652767,0
1984,South Dakota,102,54,0.53,0,0,0,0,718380,0
2000,Montana,121,54,0.45,0,0,0,0,979214,0
1986,Alaska,36,26,0.72,0,0,0,0,534000,0
2001,Texas,1029,952,0.93,21,0.02,1,0.00,21416331,762557
2009,Maryland,182,156,0.86,0,0,1,0.01,5870524,0
2016,Hawaii,5,4,0.80,0,0,0,0,1428557,0
1990,New York,1019,760,0.75,0,0,2,0.00,19570457,0
2003,Tennessee,555,456,0.82,456,1.00,0,0,5856475,5841748
2006,Florida,704,593,0.84,0,0,0,0,18186529,0
2001,Maine,199,180,0.90,0,0,0,0,1322818,0
1984,Wyoming,81,73,0.90,0,0,0,0,511000,0
1986,Kansas,313,296,0.95,0,0,0,0,2476142,0
2012,California,778,734,0.94,0,0,2,0.00,38183375,0
1995,Illinois,947,5,0.01,1,0.20,0,0,11949487,144214
1981,Utah,132,121,0.92,0,0,0,0,1539164,0
1978,Virginia,399,372,0.93,0,0,1,0.00,5166623,0
1993,West Virginia,371,297,0.80,0,0,0,0,1860580,0
2007,Mississippi,225,145,0.64,0,0,0,0,2919962,0
2003,Florida,699,596,0.85,0,0,0,0,17102484,0
1972,Montana,94,74,0.79,0,0,1,0.01,727234,0
1982,Minnesota,295,285,0.97,0,0,0,0,4147125,0
1986,Indiana,343,259,0.76,0,0,0,0,5517626,0
2022,Illinois,1083,520,0.48,520,1.00,2,0.00,12667260,10010597
2001,Massachusetts,436,334,0.77,203,0.61,0,0,6395204,3346860
1994,Florida,741,440,0.59,0,0,0,0,13987109,0
1968,South Carolina,118,63,0.53,0,0,0,0,2750825,0
2016,Illinois,1062,745,0.70,1,0.00,1,0.00,12857720,147363
1960,West Virginia,115,51,0.44,0,0,0,0,1860421,0
1981,Minnesota,294,287,0.98,0,0,0,0,4101608,0
2016,Iowa,266,242,0.91,240,0.99,0,0,3165023,3120293
1993,North Carolina,757,467,0.62,0,0,0,0,6969481,0
1974,New York,459,365,0.80,0,0,0,0,19226162,0
2005,Nevada,41,36,0.88,0,0,0,0,2421139,0
1987,Connecticut,115,100,0.87,0,0,1,0.01,3285408,0
2005,New York,932,696,0.75,0,0,0,0,21085280,0
1987,Indiana,343,260,0.76,0,0,0,0,5545171,0
1985,Kentucky,497,464,0.93,0,0,0,0,3740524,0
1981,Wisconsin,287,274,0.95,0,0,0,0,4769913,0
2005,Minnesota,363,329,0.91,0,0,0,0,5251641,0
2010,Delaware,70,55,0.79,55,1.00,1,0.02,914390,897934
2014,Alaska,50,33,0.66,0,0,0,0,740644,0
2016,New Mexico,144,121,0.84,0,0,0,0,2086535,0
2011,Nebraska,327,231,0.71,64,0.28,0,0,1908232,629158
1995,Alaska,40,26,0.65,0,0,0,0,604000,0
1976,West Virginia,276,271,0.98,0,0,0,0,1821000,0
2004,Tennessee,556,453,0.81,453,1.00,4,0.01,5913360,5900962
1994,Hawaii,14,5,0.36,0,0,0,0,1233301,0
1962,Maryland,69,52,0.75,0,0,0,0,3267047,0
2009,Wisconsin,423,390,0.92,67,0.17,0,0,5726929,1708534
1981,Mississippi,211,166,0.79,0,0,0,0,2530000,0
1970,Indiana,321,263,0.82,0,0,0,0,5219700,0
1970,Wyoming,44,36,0.82,0,0,0,0,341074,0
2003,District of Columbia,2,2,1.00,1,0.50,0,0,563384,0
1967,Puerto Rico,1,0,0,0,0,0,0,2697000,0
1971,Wisconsin,235,228,0.97,0,0,0,0,4480975,0
2010,Florida,752,663,0.88,0,0,0,0,18910325,0
2001,Illinois,947,7,0.01,1,0.14,0,0,12558378,150877
2000,Guam,1,0,0,0,0,0,0,0,0
2022,Colorado,303,234,0.77,234,1.00,0,0,5904159,5825547
1975,Ohio,443,362,0.82,0,0,0,0,10857704,0
1996,California,836,718,0.86,0,0,2,0.00,32131922,0
1983,Massachusetts,423,283,0.67,0,0,0,0,5783341,0
1989,Alaska,33,24,0.73,0,0,0,0,527000,0
2008,Idaho,136,108,0.79,107,0.99,0,0,1575635,1521749
2017,Illinois,1068,757,0.71,1,0.00,0,0,12871768,146770
2004,Oregon,279,197,0.71,41,0.21,0,0,3639657,783108
2014,Idaho,140,112,0.80,108,0.96,0,0,1691496,1634011
2004,West Virginia,461,368,0.80,363,0.99,0,0,1828129,1703902
2012,Kansas,440,366,0.83,357,0.98,0,0,2971399,2272654
1987,Vermont,64,46,0.72,0,0,0,0,561378,0
2011,Montana,133,107,0.80,100,0.93,0,0,1064639,990463
1968,Maryland,88,52,0.59,0,0,0,0,3855704,0
2008,Florida,704,593,0.84,0,0,0,0,18427925,0
2017,Utah,180,128,0.71,73,0.57,1,0.01,3317709,2353299
2003,North Carolina,573,450,0.79,0,0,0,0,8433301,0
1972,Tennessee,187,104,0.56,0,0,0,0,4071106,0
1999,Maine,196,178,0.91,0,0,0,0,1283547,0
2014,Ohio,905,657,0.73,545,0.83,1,0.00,11697114,8683681
1971,Nevada,29,22,0.76,0,0,0,0,510933,0
1977,Mississippi,186,131,0.70,0,0,0,0,2392272,0
1979,Ohio,547,475,0.87,0,0,0,0,10746923,0
2001,Alaska,44,33,0.75,0,0,0,0,634892,0
1983,West Virginia,370,349,0.94,0,0,0,0,1968542,0
1979,Tennessee,297,279,0.94,0,0,0,0,4391871,0
2005,Tennessee,560,456,0.81,456,1.00,2,0.00,5974002,5962959
1996,Tennessee,292,178,0.61,0,0,0,0,5336770,0
1992,Utah,138,109,0.79,0,0,0,0,1878704,0
1981,Ohio,569,455,0.80,0,0,0,0,11009899,0
2014,Virginia,456,417,0.91,417,1.00,0,0,8333504,8325670
1995,Maryland,178,148,0.83,0,0,0,0,5182371,0
2014,Arizona,149,114,0.77,5,0.04,0,0,6751280,428215
1990,Alaska,35,28,0.80,0,0,0,0,550043,0
2013,Oklahoma,429,350,0.82,261,0.75,0,0,3912634,1562336
2010,West Virginia,465,283,0.61,283,1.00,0,0,1866447,1732405
1964,Vermont,42,27,0.64,0,0,1,0.04,409006,0
1969,Wyoming,44,37,0.84,0,0,0,0,330071,0
1998,Tennessee,441,293,0.66,217,0.74,2,0.01,5439434,2132524
1971,North Dakota,68,58,0.85,0,0,0,0,625000,0
2004,North Dakota,119,72,0.61,69,0.96,1,0.01,652988,560073
2017,Florida,757,603,0.80,0,0,0,0,21124801,0
1973,Louisiana,153,86,0.56,0,0,0,0,4012149,0
2014,Louisiana,298,204,0.68,32,0.16,0,0,4733799,743175
2001,Alabama,421,266,0.63,0,0,0,0,4502059,0
1971,Colorado,126,104,0.83,0,0,0,0,2305187,0
1974,Oklahoma,251,236,0.94,0,0,0,0,2716975,0
1998,North Carolina,551,482,0.87,0,0,0,0,7565697,0
2011,Massachusetts,418,359,0.86,299,0.83,0,0,6598979,5601274
1972,Texas,607,418,0.69,0,0,0,0,11905714,0
1974,Ohio,439,352,0.80,0,0,0,0,10835151,0
1960,Kansas,197,183,0.93,0,0,1,0.01,2189131,0
1980,South Dakota,102,75,0.74,0,0,0,0,697288,0
1989,Georgia,671,591,0.88,0,0,0,0,6484989,0
1969,Colorado,118,98,0.83,0,0,0,0,2160491,0
1985,North Dakota,86,75,0.87,0,0,0,0,690026,0
1986,California,789,737,0.93,0,0,0,0,27193441,0
1990,Arkansas,221,187,0.85,0,0,0,0,2407377,0
2019,Tennessee,573,463,0.81,463,1.00,2,0.00,6851803,6829174
1996,Iowa,242,223,0.92,223,1.00,0,0,2865360,2800008
1991,Texas,918,858,0.93,0,0,0,0,17460071,0
1973,North Carolina,387,366,0.95,0,0,0,0,5273000,0
2022,Michigan,851,603,0.71,603,1.00,0,0,10470157,9616858
1960,Vermont,35,23,0.66,0,0,0,0,389881,0
2014,Texas,1171,1004,0.86,60,0.06,0,0,27043226,3406810
2011,Alaska,47,35,0.74,0,0,0,0,725910,0
1967,Louisiana,153,85,0.56,0,0,0,0,3914752,0
2020,South Dakota,187,130,0.70,123,0.95,0,0,932787,851165
1970,Louisiana,153,79,0.52,0,0,0,0,3882239,0
1985,Virginia,426,396,0.93,0,0,0,0,5711438,0
2020,Ohio,923,647,0.70,592,0.91,0,0,11805196,10090215
1992,North Carolina,745,449,0.60,0,0,0,0,6867397,0
1977,Nevada,36,32,0.89,0,0,0,0,633000,0
1985,Canal Zone,0,0,0,0,0,0,0,0,0
1982,Maryland,182,157,0.86,0,0,0,0,4343762,0
1973,Alaska,18,18,1.00,0,0,0,0,330000,0
1989,Ohio,591,419,0.71,0,0,0,0,11217687,0
1993,Alaska,37,28,0.76,0,0,0,0,599000,0
2021,Nevada,81,56,0.69,56,1.00,0,0,3150303,3130107
1960,South Dakota,94,82,0.87,0,0,0,0,680514,0
1971,Delaware,41,36,0.88,0,0,0,0,558000,0
1998,Alaska,41,26,0.63,0,0,0,0,614000,0
2004,Minnesota,361,326,0.90,0,0,2,0.01,5217233,0
1964,Indiana,319,243,0.76,0,0,3,0.01,4834259,0
2010,Michigan,811,619,0.76,608,0.98,5,0.01,10307062,9734076
1977,Tennessee,254,211,0.83,0,0,0,0,4310985,0
1988,New Jersey,616,521,0.85,0,0,0,0,7734524,0
1965,Guam,1,1,1.00,0,0,0,0,63693,0
1974,Guam,1,0,0,0,0,0,0,86926,0
2020,New Hampshire,243,195,0.80,195,1.00,0,0,1390726,1335943
2003,Washington,282,247,0.88,0,0,0,0,6155586,0
1972,Mississippi,176,137,0.78,0,0,0,0,2266070,0
1978,Oklahoma,310,281,0.91,0,0,1,0.00,2901509,0
2014,Kansas,444,362,0.82,354,0.98,2,0.01,2998407,2241181
1986,Virginia,427,397,0.93,0,0,0,0,5792479,0
1970,Wisconsin,212,190,0.90,0,0,0,0,4436620,0
1996,Rhode Island,54,46,0.85,0,0,0,0,995440,0
1984,North Dakota,86,75,0.87,0,0,0,0,691036,0
2013,Texas,1127,1016,0.90,59,0.06,0,0,26533703,3365193
1963,Guam,1,1,1.00,0,0,0,0,64600,0
1991,Hawaii,14,5,0.36,0,0,0,0,1187105,0
1988,Virginia,414,397,0.96,0,0,0,0,6001507,0
2019,Connecticut,126,107,0.85,100,0.93,0,0,3622038,3318976
1968,North Dakota,68,64,0.94,0,0,0,0,625000,0
2003,Connecticut,119,101,0.85,64,0.63,0,0,3565135,1996876
1978,Iowa,227,222,0.98,0,0,0,0,2902611,0
1964,North Dakota,68,63,0.93,0,0,0,0,644990,0
2011,Oklahoma,423,344,0.81,199,0.58,1,0.00,3854076,1006910
1991,Michigan,783,660,0.84,0,0,1,0.00,9594949,0
1964,Nebraska,138,127,0.92,0,0,0,0,1483192,0
1978,Rhode Island,53,42,0.79,0,0,0,0,938700,0
1995,Montana,121,4,0.03,0,0,0,0,946073,0
1986,Oklahoma,342,292,0.85,0,0,0,0,3347384,0
2019,Canal Zone,0,0,0,0,0,0,0,0,0
2008,Vermont,95,87,0.92,87,1.00,0,0,630943,617193
1978,Nevada,36,34,0.94,0,0,0,0,660000,0
1998,West Virginia,371,299,0.81,56,0.19,4,0.01,1848996,719110
1966,Tennessee,178,92,0.52,0,0,0,0,3931929,0
1965,Ohio,392,360,0.92,0,0,0,0,10518496,0
1967,Indiana,320,201,0.63,0,0,0,0,5009146,0
2002,Oklahoma,369,301,0.82,0,0,0,0,3544795,0
2018,Virginia,457,417,0.91,417,1.00,0,0,8526290,8515274
1967,New Mexico,73,66,0.90,0,0,0,0,1050847,0
2004,New Mexico,119,85,0.71,0,0,0,0,1922397,0
2000,Minnesota,336,314,0.93,0,0,4,0.01,4983365,0
2008,Michigan,804,610,0.76,602,0.99,0,0,10376520,9868964
1988,Guam,1,0,0,0,0,0,0,0,0
1978,Alabama,375,360,0.96,0,0,0,0,3743158,0
1990,Nebraska,322,256,0.80,0,0,0,0,1671699,0
1967,Michigan,297,264,0.89,0,0,0,0,8628666,0
1995,Iowa,241,220,0.91,220,1.00,0,0,2855316,2689388
1960,Kentucky,207,179,0.86,0,0,0,0,3042326,0
1969,South Dakota,96,67,0.70,0,0,0,0,669190,0
1964,Wisconsin,206,186,0.90,0,0,0,0,4156728,0
1996,Wyoming,78,66,0.85,0,0,0,0,485459,0
1984,Idaho,116,98,0.84,0,0,0,0,1024888,0
1990,California,800,757,0.95,0,0,0,0,30047608,0
2022,Virginia,460,410,0.89,410,1.00,0,0,8696967,8682813
1961,South Dakota,94,85,0.90,0,0,0,0,680514,0
